appid;recommendationid;original_review;error
105600;3858307;"Brilliant game, it gets a bit boring after 150 hours of playtime but still, for the price it is definitaly a 5 star game!

Update : Found out there's a ton of new updates! Quickly buy it!";
105600;3571212;"Terraria is a strange and pleasing indie RPG game that offers wide, divese and almost limitless gameplay possibilities within reason.

Terraria is most commonly compared to the game Minecraft, this in my opinion is fairly correct as Terraria has taken certain influence from Minecraft yet altered it to make Terraria it’s own unique game. 

They have retro stylised the game with 2D features. It supports an atmospheric upbeat tempo and feel during the day, and a sinister and dark atmosphere at night. Been able to battle boss enemies makes the game much better as well as harder.

Terraria is huge and vast even with small map, but at the start you may feel overwhelmed especially if this is your first time playing a game of this type. The main two problems, listed below:

- Laggy and somewhat strange enemy lag online sometimes gets me annoyed.
- Load time, even with a fast computer deter you from just jumping in, jumping out

Overall i give it a very strong 9.4/10. Masterpiece in the work.";
105600;3460327;A weekend devouring Super Nintendo inspired Metroid/Minecraft hybrid for 10 bucks. It's not as much free-build lego creation, but it's like they pulled the development time out of 3D and turned it back around into a more fun item and monster system. Really really fun!;
105600;645342;A fun little game, hopefully future content patches will make it more fun and less little.;
105600;2835520;"Play terraria.
Point out";
105600;2615546;Terraria is awesome. It is not a 2D minecraft, it is a 2D orgasm. Get it.;
105600;1063259;One word would be enough ... amazing!;
105600;1180205;Don't look at this game and think Minecraft, Look at this game and think Terraria they are similar like Paper Mario is similar to Final Fantasy same Genre different ideas. Give the game a chance before you condem it to purgatory and if you still cannot let go of the idea that this is just a 2D Minecraft copy then its your loss because the game brings alot to the table and is extremely enjoyable.;
105600;1320444;"Fun co-op metroidvania with Minecraft elements.
VIRAL SHIT STOLEN SPRITES 0/10";
105600;1486413;awesome game RPG + minecraft;json_decode
105600;921161;This game is F*cking awesome;
105600;2016071;"November 2018:

I haven't been playing it as much lately as in past years, but it's still fun and the developers are still adding more content!

----------------------------------
November 2016 Update:
----------------------------------

I can't remember how much I paid for this back in 2011 shortly after it first launched. It may have been ""as much"" as $15. I never would have thought that five years later it would still be receiving (free!) updates.

I currently have about 625 hours of playtime logged, and with my ~$15 spent to buy the game, that works out to over 40 hours per dollar spent. Or $0.025 (that's two and a half cents) per hour of entertainment. I expect my playtime will increase in the future, leading to even greater value.

Great, great value. And a very fun game.

---------------------------------
May 2011 Review:
---------------------------------

Combine the adventure of a ""Metroidvania"" with the randomly generated free-form sandbox of Minecraft and that somewhat describes Terraria. It's a great adventure platformer with the optional freedom to creatively build and shape your world if that suits your desires.";
105600;2281096;닥추;
105600;914344;Take Minecraft, make it 2 dimensional. Then add crazy weapons and boss battles that you can experience with lots of friends. I've clocked nearly 100 hours into this game in it's first week that it's been available and it's not been boring at all. What to do when you're alone? Dig, build, mess around, but mostly dig around a lot. What's really great is getting together with friends to fight the bosses and explore these randomized worlds. There's so much more you can do in this game when playing with friends. When you reach the Underworld locations, trying to mine up that Hellstone Ore, you'll wish you had someone watching your back when you've got giant Bone Serpents and Fire Imps attacking you while you are jumping across pits of lava.;
105600;2506581;If you like minecraft I am pretty sure you will like this. Best $9 I have ever spent!;
105600;2298011;its like minecraft but 2D. if this was a 3D world this would kick @ss soo bad!!!;
105600;1050161;"it is one of the first indie games to keep me entertained beyond its ""ooh that looks interesting"" first glance. ive been playing for quite some time and worked my way up. at the beginning it can be difficult but once you start getting equipment it starts getting really fun. imho its $10 well spent. if you like action rpgs and minecraft, this game is for you!";
105600;119221;Minecraft+Metroid. Minetroid!;
105600;1641989;This is actually addictive, much more enjoyable online with friends. Plays like Minecraft + Castlevania + Soldat. They better update this game often to keep it fresh!;
105600;659402;Really fun game once you get past the learning curve and seemingly slow gameplay at the start.  Try going down as far as you can..;
105600;2662882;Very addicting, like minecraft, but so much better, loads of adventures on one randomly generated map, loads of items to collect, get it.;
105600;4508873;Its quite good.;
105600;3658542;"getting its last major update next year, good bye old fiend,
cool game. you should try minecraft!";
105600;1808448;This is NOT a ripoff Minecraft...but, if you like Minecraft, fucking check this out!!;
105600;2118980;"Compare Terraria to Minecraft and you won't enjoy it. Don't compare it and you'll enjoy every second you play the game.
";
105600;3419550;Heavy on the Adventuring Part. It is alot of fun with friends, Fighting off hoards of monsters. Find unique collectibles that you can only find by progressing through the various biomes and boss fights. This is a must pick up for the price because it provides alot of playing time;
105600;762857;I wholeheartedly recommend this game. I don't have much to say on the matter, even though I've been around since before the Dark Lance. The game started well, has evolved well, and has yet more content to come. If 2D platforming with RPG elements and terrain modification are your thing, well... Get Terraria!;
105600;3095260;"This game is fucking awesome!
So much fun!

BUY IT! :D";
105600;705709;"My friends, this is like if  Bionic Commando met Super Mario Bros and they had a baby, and then meanwhile, Minecraft and Zelda met and had a baby; and by some miracle those two babies met and fucked, this would be the shit that they birthed. Best $9 you'll spent this year.";
105600;3280826;i kid you not this is one of the best games i have ever played;
105600;3731266;Besides Minecraft, this game seems to take a lot of inspiration from 'Legend of Zelda II', 'Master Blaster', and 'Diablo'. While there are no actual quests, there are still NPC's, loads of exploring, and tons of monsters and bosses. I've been having a blast crafting crazy weapons and armor in multiplayer! Come join me! I can give you loot!;
105600;4825337;"Wonderful game, I've played this since the beginning and have finished Mastermode and it was worth every penny. 
";
105600;79523;At first glance it appears to be a game about building, but that can be as minor as you want it to be.  There's plenty of adventuring to be done, tons of monsters to fight and hidden treasures/ weapons/ tools to find and use.  A very solid game.;
105600;1166250;Sandbox Final Fantasy Adventure RPG!;
105600;1455167;I've almost completed it 12 years later.;
105600;297766;Terraria and Minecraft are very similar. However, Terraria is more focused on arcade-style Metroid-like gameplay, while Minecraft is very freeform and open-ended. Personally, I like Terraria more, because I like building towards a loosely-set goal in a game. However, the difficulty curve is kinda high at the beginning with all these GOD DAMN SLIMES AND ZOMBIES TRYING TO WRECK YOUR SHIT WHILE YOU TRY TO FIGURE OUT WHY THE GODDAMN MERCHANT ISN'T FUCKING MOVING INTO YOUR HOUSE. In a way, it's less user-friendly than Minecraft.;
105600;4666808;Aw shit son this shits made crazy AWSOME;
105600;3406940;there is literally no reason to not own this game;
105600;740975;If I had to choose two games to spend eternity with, the first would be The Binding of Issac. The second, naturally, would be Terraria. It's full of life, creativity, adventure, and so so much to do!;
105600;1003264;Do you like Minecraft? Maybe you enjoy Castlevania? Super Mario? Get yourself a blender and start asking the question everyone did, 'cause this game took everything into it and made an excelent twist in 2d style. Dig, build, dig, craft, dig, defend your base, kill zombies, dig a little more, find treasure, repel armies of goblins, and if thats not enough, double it doing on-line under a coop system. Much, much more awaits on this piece of art. And if you're still asking yourself that question, I'll save you the time and go ahead and answer it: Yes, it blends.;
105600;4582333;awesome;
105600;1757352;"lol i looked at my review for this game from 2011 and I was selling it so short back then.

The devs' devotion is absolutely baffling in the best way possible. there's been so much work done, content added and everything fleshed out to make this one of the most challenging, engaging, and deep crafting/exploration games i've ever played. But it's still incredibly accessible without ever needing to look at a wiki, and with wonderful, semi-granular difficulty levels so that all skill levels can have a good time. And if you have a creative side, the amount of decorative blocks, furniture, wallpapers, and other things is just wonderful to play around with!

Special shoutout to the Journey mode, which is basically ""creative, but with compelling reasons to actually play the game, too"". Having to unlock each block type before getting to use unlimited amounts of it is an absolutely genius idea, giving you the freedom to build some extremely cool stuff without making it a completely game-less sandbox.

Probably one of the best games on steam, you should definitely buy it if you think you might like it.";
105600;1892530;"One of my favorite games. Different builds to try, lots of different blocks to make whatever you want. Very fun!

With tmodloader you get some of the best mods too! It's on steam now.";
105600;2868978;150+ hours and still have no idea what I'm doing;
105600;533136;"Ok. now before you make up youre mind about this game take into account that it has similar properties to minecraft, No i do no think it is a clone but a unique game based on the simple principles of break every thing build anything.
This alone does not even begin to describe the intense gameplay to come, you fight bosses, mine to the core, defend youre small town from goblins even take on the world in Multiplayer either against or with youre friends.
This game will most defently give games of 2011 a run for their money.
all in all im giving it a 10/10, this game is a must for any one that enjoyed minecraft for its creativity and people that love side scrollers because for $9.99 USD it offers more enjoyment than alot of the games out in the market at this point in time.";
105600;3325912;"If you like Minecraft, classic games such as Metroid and Zelda, and are creative this game is PERFECT! Build, destroy, kill, discover, and create! There is no way to perfectly describe the amazingness behind this game. As I said, think Minecraft turned 2D, add the difficulty of Castlevania, the exploration of Metroid or Zelda, and add various sci-fi elements such as laser guns and you have this awesome indie game. Don't be fooled by anyone who says it's a simple Minecraft clone because they are VERY wrong.

ED: I have recently gotten BACK into this game since it has had so many new updates, and OH MY GAWD it's amazing. Like a whole new game!";
105600;4800016;Its epic;
105600;2827313;"SO SICK
";
105600;1820357;Incredibly adventurous, you never know what you'll find.  Somewhat monotonous, but as long as you go out exploring, there's no end to what you can do!  Compared to Minecraft, it's not as builder friendly (i.e. harder to build things in regards to architecture and construction), but the adventure more than makes up for it.  Very much worth the $10, it won't disappoint.  Bosses, underwater worlds, treasure, rocket boots.  What's not to love?;
105600;82908;Awesome game. Its only sad when you run out of bosses to kill and better gear to get :(. Still Awesome Game. I'm hoping for patches with new bosses / gear;
105600;3263676;This is one of the best side-scrolling games money can buy. I promise you, this will keep you entertained for hours.;
105600;2054448;Minecraft;
105600;3116670;The best game of less than 10$ EVER;
105600;1066579;Like Castlevenia meets Minecraft,  this game is alot of fun, espically if you like Duengeon Crawling and Treasure!;
105600;4797176;"One of ther best games ever
p.s. better than minecraft";json_decode
105600;1293941;If you want to create your own world, this game is for you. Can get tedious at times without others to play with, so make sure you and your friends get together to make your own world!;
105600;2492447;"AWSOME GAME! and no its not like minecraft... ITS BETTER!
";
105600;4581480;This is a sick ass game, everyone should buy! It's cheap too.;
105600;1417104;This is so damn addicting, GREAT FUN!;
105600;4814469;This game sucks;
105600;564683;"If you like action,exploring,crafting,digging, building playing without or with mods don't let the 2d sprites fool you. This game is a party favor of good things mixing in a lot of what makes these type of games fun while maintaining character progression.You will be a Terraria addict within a play session once you get your legs. 

It is worth its full price and any sale price you decide to get it at. For me is one of those special games I will have fond memories of & will always revisit.

[b]Pros[/b]
[list]
[*] Plenty of Dig,Craft,Build,Fish,Explore your adventure your way.
[*] Different biomes with there own visual/music style, weather events,enemy types,farmable loot, collectible resources,  & themed house craftables.
[*] Plenty of friendly NPCs to find,rescue & build homes for that sell/buy items.
[*] World events that occur throughout the game on the surface. Some can be summoned others  occur naturally on there own.
[*] Special IRL season events based on some holidays that occur during NA holiday times.
[*] Plenty of Bosses & Mini bosses which can be farmed via items to resummon them.
[*] The game is easy to get into an fun solo or with friends. Server hosting is painless.
[*] Difficulty selections fitting a range of play styles from casual to rogue-lite (yes perma death)
[*] Plenty to build ingame with all the resources & furniture.
[*] Make as many chars & worlds as you want choosing from Crimson or Corruption.
[*] Steam Workshop modding available with a built in mod manager.
[*] Game World seeds for sharing your generated world with the community or friends.
[*] Co-op is always alive with people starting new play sessions an hosting long run worlds.
[/list]
[b] Cons [/b]
If you don't like some grind then run away. Of course you can just grab a friend and do 2x the work in no time at all.";
105600;832233;This game is only $10... and has given me more playtime than most $60 games. So much fun and so addictive. Worth every penny.;
105600;3212232;I would recomend this to anyone!;
105600;191809;metroidvaniacraft;
105600;4827461;IS AWESOME;
105600;537489;worth every penny of the 5.99;
105600;4230644;"This game is incredibly entertaining and addictive. It's some kind of mix of Minecraft, Metroid and Zelda with nice pixel art, many types of weapons and challenging even if you have all possible items. Definitely worth buying.

Edit: And here it is 5 years later and still best sandbox game on steam.";
105600;2567646;This has to be one of the best Indie games I have ever played. Hands down. Better than Minecraft!;
105600;4801866;Very fun and creative, but if you want to go on online then you should definitely download hamachi because without it it's hard to find a server because most people use hamachi servers.;
105600;1102083;u brek rocks;
105600;1405226;This game is TONS of fun. Love the sprites!;
105600;671610;gr8;
105600;4644268;A fun mix of Minecraft, Final Fantasy 5, Mario, and everything in between, by far the funnest original game ive played in a long, long time.;
105600;95418;Best $10 you'll ever spend.;
105600;3296124;i love this game!!!!;
105600;4818735;"This game is amazing. 2d Minecraft doesn't even begin to describe the awesomeness of this unbelievable game.

EDIT: Coming back to re-state that this game is absolutely incredible and worth every penny, full price or otherwise.";
105600;2384944;The most addicting game of all time! Mario Bros. meets Minecraft. A match made in Heaven. Co-op with friends is great! I need all my friends to buy it so we can do co-op and make a giant castle :D;
105600;4453618;Awesome;
105600;1109639;It looks fun and exiting, with action. But its boring and annoying. its more like work.;
105600;940254;is it realy last update? press x to doubt it;
105600;2930285;Goodbye life;
105600;1228279;"The new update is just negative.
A single torch on the wall now decrease your luck by as much as 50% (has effect on droprates, defense, damage). A torch. You know, the thing you use to see in the pitch black darkness of 90% of the map.
Know what the best part is? This new mechanic tanks the FPS on weaker computers, because it checks for torches in a wide range around the player for every tick.
Fishing and weapons and everything in between has been nerfed.
The NPCs now have autistic preferences for what houses they like to live in, so everything is much more expensive if you don't build tiny houses spread all over the map.
Corruption still ruins jungles and the new mounts are locked to master mode.

Oh, but there's golf now.

Usually, I'd be happy about a free update after all these years, but this literally just makes the game worse in a number of ways.";
105600;1073750;Fun and cheap.;
105600;337342;shit games its just 2d minecraft wtf;
105600;2368440;"Hugely entertaining and involving sandbox construction/mining/dungeon exploring 2D Retro goodness. Pleasingly complex and varied construction tree; from wooden benches to laser weaponry and most things in between!

If you really want to get the most from this i'd recommend that you initially resist the temptation to just look up a wiki and instead rely on experimentation to make progress and find cool stuff.

Multiplayer (at time of writing) still has a few kinks to work out, but is a huge amount of fun! [The game is ripe for griefing - only play with trusted friends!]";
105600;1697765;"Terraria takes a lot of the mining & building aspects from Minecraft, and expands upon it.  Not only can you build more stuff, you can also get NPCs to move into your town, who all have different professions such as nurse, who will heal you, or a merchant who will sell you stuff.

The game also gives you lots of good reasons to go out and fight monsters, besides all of the awesome loot that they'll drop, there's also a wider variety of monsters, and there's even boss monsters.

Between that & the townspeople, It gives you a goal in an otherwise open-ended game, and gives the whole thing a lot more structure than something like Minecraft, highly reccomended to anybody, especially fans of Minecraft.";
105600;2602606;"This game is alot of fun, its a more focused minecraft with much better combat and alot less building.

Alot of enemy and item variety and plenty of stuff to discover make this game a great value. 
";
105600;874580;"This game has gone through numerous changes since I reviewed it. I can still 100% recommend this game to anyone. It may be hard to like at first, but it takes time. I suggest everyone gives it a try.

EDIT:
Six years this game has been around, and I'll still recommend it for a try!

Still going strong!";
105600;1692962;This is gaming. Love it.;
105600;1791103;very cool game, if u like MC u like this;
105600;1339240;minecraft, with that hook of just one more run for goodies which turns out to be one of hundreds XD;
105600;2341529;wiki videogame;
105600;4117464;"Absolutely wonderful game! This is not the ""2D Minecraft"", this is something way different. Minecraft is more building based, Terraria however focuses on combat and gear mechanics, offering an innumerable amount interesting items and cool enemies and boss battles. And of course you can build stuff, if you like doing that (I personally am more the ""hack and slash through the game and be done with it"" type, sometimes adventuring depending on how interesting it will be)

Terraria has a day/night cycle with events such as ""Blood moon"" during which there will be more enemies and they can break through doors. After advancing far enough in the game, you'll find that beating a certain boss changes the game to ""hardmode"". Stronger enemies, better items, LOTS AND LOTS of more interesting items and some HM(hardmode) only events and NPC's.

Unlike Minecraft, there is a Guide in this game, though he is hated by the community due to his uselessness. In other words, Terraria is alike in the aspect that to find out how something works or what to do in situation x, you need to google. I don't think that is a bad thing though.";
105600;4667999;Terraria is still an amazing game and despite the fact that I am a little late on Hard Mode, I still have lots of fun and am currently looking forward towards the 1.3 update!;
105600;1682502;"'Is it good?' You're asking?
'Is it fun?' You're asking ,too?

Well... this game is just : EPIC!
Why should YOU buy it? Because this game is awesome!
What you can do:
You can go mine ores like copper, iron, silver and gold and much more ores! You can go and hunt some dungeons or search some secret areas. You can build your own House... or why not a city?! This game got everything what you need. You love Minecraft? Then you will love this game, too! You can play it with friends, you can build your own cities and live in them. Npc's like Merchants and Healer will move into the city. They will sell you things like new Weapons,Ammo and Heal! You can find some awesome weapons or craft them. Ever heard of a Lasersword in Star Wars? Get it in this game! Ever heard of a laser pistol? Get it in this game! Ever heard of a Grapple Hook? Get it in this game also ,too! It's almost like a copy of Minecraft, just in 2D! And Minecraft is fun as hell, why shouldn't make this game fun, too?

So: BUY IT!";
105600;2424453;Simple and fun. 2D Minecraft but more RPG feeling. I approve this.;
105600;1672070;2D minecraft ... why the hell not.;
105600;4823101;Neat;
105600;974273;this game is the tits. get it;
105600;106366;LEGENDARY!;
105600;2390739;Like minecraft but with a horde mode always on lol... fun and hard as heck.;
105600;2712388;Awesome game.;
105600;1882117;pretty good;json_decode
105600;1500676;Addicting as hell.;
105600;4809496;its good;
105600;3904768;This game is great, defintaly worth th e $9.99 price for what it provides;
105600;2814456;It's like Minecraft, but 2D... and with much more content and bosses...;
105600;4811676;BEST GAME EVER;
105600;4061633;I can kill woodland creatures. 10/10;
105600;474017;If you think this is a Minecraft rip off, you are terribly mistaken- and I'm sure the game content will help change your mind! Worth every single penny.;
105600;813990;Great Game! Buy it and play with me!;
105600;2580293;"Terraria is typically labelled as a 2D clone of Minecraft's. While it certainly shares some very similar creative elements, Terraria is an entirely different game. There's considerable emphasis on the action-based creative gameplay; something I feel is what Minecraft should be evolving into. 

Buy it. It's ten dollars and fun as hell.";
105600;2638345;it's like Dendy Junior II ~;
105600;3976962;"When you were a kid, did you ever take a sheet of paper and draw a cross-section of stick-figures in a mine? Do you like side-scrolling adventure games, or sandbox games that let you build whatever you want?

If you answered ""yes"" to either of those questions, then you should take some time out to look into Terraria.";
105600;4406793;"Wonderful sandbox RPG. Takes a while for you to get started and into the game but once you start finding good items and weapons and manage to get yourself some decent armor the game gets much more fun and you can take on a lot more monsters. I really like the progression in this game, there is lots to discover and create. You can be a builder or just play it as an RPG or even both !

I'd definately reccomend it to anyone, certainly for the price it's at aswell. Ofcourse it's better with friends too :)";
105600;559804;This beats Minecraft by a long shot. Many items added every week or so. Tons of different possibilities. Multiplayer is totally where this game comes into its own, along with the fact that its 2D side scrolling which I think beats Minecraft in that sense. Complete addiction will follow. A must buy.;
105600;312610;"One of the bests game you can get in 10$, deffently worth the price, im enjoying the hell outta it, recommanded to play with friends, though it's even fun to play singleplayer!
this is an Adventure + Sandbox game, and is likely to get constant content updates!";
105600;1651295;At first glance it promises to be 2D Minecraft, but it keeps building and building on the premise to become a big cluttered mess.;
105600;2491480;"Well, folks. It's been over a decade since I first purchased Terraria. Never have I ever been treated to such a wonderful journey before. Non-stop, FREE, updates for a third of my life. The game was already a god-send when it first released. Now? It will be a game of legend forevermore. If I were to be locked away, or left on an island, and could only have one video game to play until my end of days... I would choose Terraria. The final updates have rounded out my personal choice for Best Game of All-time. I'm starting a new save file and going through from beginning to end again. With all the new additions, balances, expansions, and more. I plan to sink another 500 hours into this game, making it the first title I'll have 1000 hours in. Terraria has been with me through three relationships, going back to school, several job changes, and a lot of personal growth. This is my diamond in the rough, and I'd never want to change a thing.

Endless thanks to Re-Logic. You've achieved more than most developers could even dream of. My hat is off to each and every one of you. I could honestly cry. What a masterpiece you've made.";
105600;4122771;xD is veri gud game. and u know!;
105600;919143;Really good game, a lot like minecraft.;
105600;1995568;"Whil this game is LIKE minecraft, it's still very much different. Minecraft has much more of a zen aspect to the gameplay, while this has a lot more action-packed combat.

Very easy to get hooked on.";
105600;2418611;Play it. 'nuff said;
105600;2810968;"Terraria is a well-known game at this point. I revisit it year or two. It's the game that I measure all other open world games by and will always have a special place in my heart. Seeing the game grow from its initial release, and playing new characters after every major patch has made it feel like the game evolved as my life changed.

I spent $15 on Terraria over a decade ago and it has been worth it a hundred times over.";
105600;434674;Makes  refreshingly addictive.  An insiders tip, that has great potential.;
105600;830919;Fantastic game, simple but addictive with engrossing multi player and single player worlds.;
105600;2739612;A game inspired by Minecraft, and based around adventure and combat. Several different metals for crafting into blocks or equipment. Caves, pregenerated upon the start of the world waiting for exploration. An evil, tainted land, creeping across the land, and even a deadly dungeon for those who feel particularly adventurous. This game has many more hours of play than your average developer title, and at such a low price, you couldn't go wrong!;
105600;3203522;"Its absolutely epic! Go fucking buy it! Its worth it!
Its a whole lot different experiense than you would think it is!";
105600;4716974;If you like Minecraft, you will love this game! So worth the $10.;
105600;4289055;Este juego es la leche, puedes hacer de todo, vamos yo lo recomiendo a todos, que vale la pena!! :);
105600;419929;Simple premise that proves tougher than you would think, yet is horribly addictive.  Huge random proceedurally generated worlds, hundreds of recipies for items ranging from torches to magic weapons/armor, Metroidvania style combat = a good time!;
105600;611410;Amazingly fun for a 2d, pixelated game.. Nostalgiac, in some ways. The most fun will come from playing with a group of friends, exploring, fighting and building. I also recommend avoiding the use of wiki for at least a few days and trying to learn as you go. The game will last much longer if you do so.;
105600;633235;I hate to say it, but this game is fairly addictive.  I love the fact that its a cheesier old looking game, but the mechanics of the game are quite complex.  Its the SNES rpg we never had when we were younger, and the multiplayer is also an awesome feature.;
105600;4656462;Terraria is a fun and addictive indie game;
105600;518210;"It's -very- similar to Minecraft and yet it isn't. It's like Zelda and Minecraft combined in a fun little game about exploration, getting better items and levelling up.

Basically an adventure/fighting 2d sandbox game with cute effective graphics.And totally worth it.";
105600;1295019;Basically what Minecraft aims to be, but isn't.  This game is a lot more enjoyable than Minecraft.;
105600;1038595;"Awesome game. MUST buy if you enjoy platformers of the past such as super metroid/commander keen/bionic commando. Throw in some minecraft-esque crafting, a shedload of collectables and we have a winner folks.  8.5/10 (higher once the devs show long term support)
Best 10 bucks I've spent on steam in quite a while :)";
105600;66825;2D mincraft is a good reference point, but doesn't nearly do justice to this game.  Many of the same threads of minecraft are present but many of the downsides are not.  lighter weight more forgiving construction and overhead is only the start.  The number of items you can craft and thier usefulness is vastly superior in terraria.  Can you say rocket boots, yes thats right, later in the game you can get rocket boots... and fly.  combat is a big part of terraria as well including many large bosses (see the trailer) that are remenicent of old school NES games such as zelda, ghouls and goblins, and castlevania.  I really can't say enough good things about this game and at only a few dollars its hard to say no to.  happy hunting;
105600;4667319;Terraria > Minecraft;
105600;536948;"Think minecraft + a little bit of dwarf fortress + sidescroller
";
105600;4797958;"Fantastic game!
";
105600;1743094;"It's 3 hours later than it should be for me to get a full night of sleep for work.

Why would I stay up so late? Oh.. Killing skeletor with my motley crew of friends with a ball and chain, fire flower, and various other sundry items of slaughter. After that we plowed through a massive dungeon and found delicious loot! I needed a gunsmith for my new weapon however, so I went back to my world and singlehandedly destroyed eater of worlds in a storm of bullets.

This game, is the best 10 dollars I have ever spent on anything. It is the most satisfying experience when it comes to fighting / building / exploring since minecraft, and I might even suggest it is as good, if not better when it comes to fast paced, cooperative teamwork.

The persistant items might make multiplayer a faceroll if a higher level person comes in, but endgame is challenging regardless of how much badass stuff you have. It 'caps' if you will, so even your copper sword will help somehow.

All in all, I love it.";
105600;3661910;"Have you found yourself spending your time on something productive?

This'll fix that.";
105600;997255;The fun lasts even after you get murdered by an elite pink slime under the new house you built for a merchant who is momentarily being eaten by a horde of zombies.;
105600;1372060;WOW Just epic, and super addicting O.O and for 10 bucks cant beat it;
105600;708166;"this game is awesome


7 years later I still feel the same way.";
105600;4287953;This game is a good purchase.   It is kind of like Contra meets Minecraft.   It has a lot of constructible stuff.   It also has NPC villagers and a lot of monsters and it can be pretty action packed.;
105600;1176301;A fun cross between the metroidvania genere and minecraft.;
105600;1519650;Really awesome game! RPG + Minecraft + Pixelshit + Slimes + Bosses + Hell + NPC's + Unique weapons = 42;
105600;2722511;Great game liking it more than Minecraft, if you like games like Minecraft  l am shure you will like this one.;
105600;1675789;2D Minecraft, build your own adventure!;
105600;1810549;Absolutely phenomenal. Very much like a 2d Minecraft, but with more of a 'game' feeling to it.  It's much easier for me to dig and build in this 2d structure than Minecraft's 3d, and if that's what your looking for then this is an excellent choice at $10.;
105600;1036586;I highly recommend this game to all who play, or anybody who has played minecraft in the past. You have to see it for yourself to find out how good it is. It's one of those games.;
105600;1247281;Brilliant, Cute and very quirky. Like a 2d version of minecraft on steroids.;
105600;399433;"Its not minecraft, its not minecraft, its not minecraft...

But really, it isnt! - this game took a different turn, but I wouldnt say a wrong turn. Its fun, additive and charming, but has some flaws, like the keyboard is setup to be American/English, so keys like ÆØÅ and similar will simply not work, you can not ""ESC"" when you have started writing in the chat, and when running a server you have no options what so ever, other than to disconnect...

But, I see the potential, and these (and a few more) bugs will not keep me from playing it!
Looking forward to updates and more content.";
105600;1303452;This game is so far beyond win it is crazy. And it is only getting better.;
105600;3707718;this game is perfectly awesome.;json_decode
105600;1980960;It has the same backbone that Minecraft based itself around, but it's in 2D and has a much greater focus on the RPG elements instead of crafting and building like in Minecraft. Very fun either way. It's not Minecraft, but if you like Minecraft you'll still like this.;
105600;1951042;"BUY THIS GAME, NOW. YOU HAVE NO EXCUSE TO NOT BUY THIS GAME. IT IS AMAZINGLY FUN!

and ignore people that compare this to minecraft, it is more of a metroidvania game WITH minecraft elements, not the other way around.";
105600;225220;"Super Metroidvania, A Link to the Pastcraft.

Best way to describe this game. Elements of Metroid/Castlevania, Zelda, and Minecraft. Well worth the purchase.";
105600;1871407;It is a very fun game that can pull you in for hours, I've been having tons of fun on it.;
105600;735734;"It's a ok game, but i like Mindecraft more ;)";
105600;4806324;really fun;
105600;3578458;"An immensely fun 2D Sandbox with achievable goals, progression and pretty great combat to boot! I've heard it be compared to Minecraft, and I can see why - but where Minecraft excels in the building and creative aspects, Terraria excels in the exploration and adventure. Over 15 bosses to fight, many tiers of gear and HUGE replayability - HIGHLY recommended for anyone even slightly interested in the genre!

.. Plus, the mods available only make it that much more awesome after all the extensive vanilla content is seen and done.

This is seriously the most fun you can have for £7.";
105600;4712466;This is a brilliant game that focuses on exploration and combat.The building aspect of the game is very fun and the in game materials provide a lot of variation for different styles.I myself have put over 200 hours into this game as its replayability is endless, and I still have not obtained every item. Overall, despite the fact that there are so many haters and people that compare it to minecraft, it is something completely different to every game I have ever played. You should really pick it up and play it for a few pounds, and I can guarantee you that at least some enjoyment will come out of it.;
105600;769899;Not just a Minecraft in 2d.  This is more then that.  It's more focused on fighting then Minecraft is.  If anything, it's more akin to a platformer then to Minecraft.  There are, of course, similarities.  Both authors agree to this without question.  However, pretty much anything that uses blocks and or a mining pick is going to be called a Minecraft clone from here on out by default :);
105600;976137;"Ollie
185 products in account
1 review

Recommended by Your Friend
230.3 hrs on record (61.8 hrs at review time)
POSTED: 20 MAY, 2011
Awesome game! Totally recommend getting this game!";
105600;2920047;This is a great game, must have if you like sandbox games!;
105600;750595;Best game ever made. Combat, crafting, exploration, ridiculous amount of content, great multiplayer, great sense of progression and different goals and game mechanics throughout the course of the game.;
105600;1367705;Very fun game, it's pretty similar to minecraft but not a rip-off. Theres more fighting and actual survival involved as compared to minecraft though so if you're coming in as a minecraft player don't think you can just sit back mining away into the oblivion without any trouble, you'll constantly be fighting off enemies that will spawn around you (even in the light) and trying to avoid falling to your death and raging pools of lava. Theres plenty of different areas to explore and items to find even NOW (which theres plans to add more over time) that will keep you busy for a good while. Being 2D, there IS limits to building as opposed to minecraft so I wouldn't say building is this games strong point, however it is still something necessary and you CAN have fun with it if you can be creative with building in 2D. You can still make huge fortresses, towers, castles, houses, ETC. It's is half the price of MC so if you're going to pick that up, go ahead and grab this too!;
105600;452984;Get this game now! Do it, quickly. It is awesome!;
105600;4809893;Not a bad game!;
105600;1956802;Let's not kid ourselves. This is 2D, sidescrolling MINECRAFT. With that said... this reimagined ripoff does a few things better than the original. There're TONS of different kinds of items to play with. The crafting recipes are a simple click of the mouse... so long as you have the required ingredients at hand. I could go on... but I've got some two-dimensional mining to do.;
105600;3755881;Terraria is really freaking good...buy it already;
105600;367678;Minetroidvania sums this game up well, a must play!;
105600;1872763;The amount of content that is available for the price is absolutely insane. Totally worth your time and is even better when playing with friends. It has changed immensely since it was launched, with perhaps three times the amount of content being added. It's very much a different game now, so if you haven't played it in a while I highly suggest revisiting this one.;
105600;2138680;"I'll just play some Terraria!
*12 hours later*
...what happened?";
