appid;recommendationid;aspect;labels
105600;3731266;fun crafting system for weapons and armor;Innovation
105600;3731266;enjoyable multiplayer experience;Multiplayer
105600;3731266;enjoyable multiplayer experience;Gameplay
105600;4825337;enjoyable gameplay;Gameplay
105600;79523;adventurous gameplay;Gameplay
105600;79523;many monsters to fight;Gameplay
105600;79523;hidden treasures, weapons, and tools;Gameplay
105600;79523;hidden treasures, weapons, and tools;Story
105600;1166250;beautiful graphics;Graphics
105600;1166250;great soundtrack;Music
105600;297766;arcade-style Metroid-like gameplay;Gameplay
105600;297766;arcade-style Metroid-like gameplay;Innovation
105600;297766;building towards goals;Gameplay
105600;297766;building towards goals;Story
105600;3406940;great game;Other
105600;740975;full of life;Other
105600;740975;creative gameplay;Gameplay
105600;740975;creative gameplay;Innovation
105600;740975;adventurous experience;Story
105600;740975;adventurous experience;Gameplay
105600;740975;many things to do;Gameplay
105600;740975;many things to do;Story
105600;1003264;unique blend of gameplay styles;Gameplay
105600;1003264;unique blend of gameplay styles;Innovation
105600;1003264;exciting digging and building mechanics;Gameplay
105600;1003264;exciting digging and building mechanics;Innovation
105600;1003264;crafting system;Gameplay
105600;1003264;base defense;Gameplay
105600;1003264;base defense;Multiplayer
105600;1003264;treasure hunting;Gameplay
105600;1003264;treasure hunting;Story
105600;1003264;online co-op;Multiplayer
105600;4582333;beautiful graphics;Graphics
105600;4582333;promising story;Story
105600;4582333;great soundtrack;Music
105600;4582333;excellent voice acting;Story
105600;4582333;excellent voice acting;Music
105600;1757352;devs' devotion;Updates
105600;1757352;devs' devotion;Other
105600;1757352;challenging gameplay;Gameplay
105600;1757352;engaging and deep crafting/exploration;Gameplay
105600;1757352;engaging and deep crafting/exploration;Innovation
105600;1757352;accessible without needing a wiki;Other
105600;1757352;good difficulty levels for all skill levels;Gameplay
105600;1757352;creative freedom with decorative blocks, furniture, wallpapers;Gameplay
105600;1757352;creative freedom with decorative blocks, furniture, wallpapers;Innovation
105600;1757352;Journey mode with compelling reasons to play;Gameplay
105600;1757352;Journey mode with compelling reasons to play;Story
105600;1892530;different character builds;Gameplay
105600;1892530;different character builds;Innovation
105600;1892530;variety of building blocks;Gameplay
105600;1892530;variety of building blocks;Innovation
105600;1892530;fun gameplay;Gameplay
105600;533136;unique gameplay based on simple principles;Gameplay
105600;533136;unique gameplay based on simple principles;Innovation
105600;533136;intense gameplay with bosses and mining;Gameplay
105600;533136;defending towns from enemies;Gameplay
105600;533136;multiplayer options;Multiplayer
105600;533136;creative freedom like Minecraft;Gameplay
105600;533136;creative freedom like Minecraft;Innovation
105600;533136;affordable price;Price
105600;3325912;2D gameplay with Minecraft elements;Gameplay
105600;3325912;2D gameplay with Minecraft elements;Innovation
105600;3325912;difficult combat like Castlevania;Gameplay
105600;3325912;difficult combat like Castlevania;Innovation
105600;3325912;exploration similar to Metroid or Zelda;Gameplay
105600;3325912;exploration similar to Metroid or Zelda;Innovation
105600;3325912;sci-fi elements such as laser guns;Story
105600;3325912;sci-fi elements such as laser guns;Innovation
105600;3325912;creative freedom;Gameplay
105600;3325912;creative freedom;Innovation
105600;3325912;many updates;Updates
105600;4800016;beautiful graphics;Graphics
105600;4800016;great soundtrack;Music
105600;2827313;engaging new story content;Story
105600;2827313;engaging new story content;Updates
105600;2827313;improved graphics;Graphics
105600;2827313;improved graphics;Updates
105600;1820357;adventurous gameplay;Gameplay
105600;1820357;endless exploration opportunities;Gameplay
105600;1820357;worth the price;Price
105600;1820357;variety of content (bosses, underwater worlds, treasure, etc.);Gameplay
105600;1820357;variety of content (bosses, underwater worlds, treasure, etc.);Story
105600;82908;awesome gameplay;Gameplay
105600;3263676;entertaining gameplay;Gameplay
105600;3263676;good value;Price
105600;2054448;improved graphics;Graphics
105600;2054448;improved graphics;Updates
105600;2054448;new biomes;Story
105600;2054448;new biomes;Innovation
105600;1066579;fun gameplay;Gameplay
105600;1066579;enjoyable dungeon crawling;Gameplay
105600;1066579;enjoyable dungeon crawling;Story
105600;1066579;treasure hunting;Gameplay
105600;1066579;treasure hunting;Story
105600;1293941;world creation;Story
105600;1293941;world creation;Innovation
105600;1293941;multiplayer;Multiplayer
105600;2492447;game is awesome;Other
105600;4581480;affordable price;Price
105600;1417104;addictive gameplay;Gameplay
105600;4814469;stunning visuals;Graphics
105600;4814469;immersive world;Story
105600;4814469;engaging story;Story
105600;4814469;fantastic soundtrack;Music
105600;564683;action, exploring, crafting, digging, building;Gameplay
105600;564683;action, exploring, crafting, digging, building;Innovation
105600;564683;character progression;Gameplay
105600;564683;character progression;Story
105600;564683;addictive gameplay;Gameplay
105600;564683;worth full price;Price
105600;564683;variety of biomes with unique visuals and music;Story
105600;564683;variety of biomes with unique visuals and music;Graphics
105600;564683;variety of biomes with unique visuals and music;Music
105600;564683;weather events and enemy types;Gameplay
105600;564683;weather events and enemy types;Story
105600;564683;farmable loot and collectible resources;Gameplay
105600;564683;farmable loot and collectible resources;Innovation
105600;564683;friendly NPCs to interact with;Story
105600;564683;friendly NPCs to interact with;Gameplay
105600;564683;world events and boss fights;Gameplay
105600;564683;world events and boss fights;Story
105600;564683;seasonal IRL events;Other
105600;564683;easy to play solo or co-op;Gameplay
105600;564683;easy to play solo or co-op;Multiplayer
105600;564683;painless server hosting;Multiplayer
105600;564683;painless server hosting;Optimization
105600;564683;variety of difficulty settings;Gameplay
105600;564683;variety of difficulty settings;Optimization
105600;564683;plenty of building options;Gameplay
105600;564683;plenty of building options;Innovation
105600;564683;multiple character and world creation;Gameplay
105600;564683;multiple character and world creation;Innovation
105600;564683;Steam Workshop modding;Gameplay
105600;564683;Steam Workshop modding;Innovation
105600;564683;game world seeds for sharing;Gameplay
105600;564683;game world seeds for sharing;Innovation
105600;564683;active co-op community;Multiplayer
105600;564683;active co-op community;Other
105600;832233;affordable price;Price
105600;832233;high replay value;Gameplay
105600;3212232;beautiful graphics;Graphics
105600;3212232;engaging story;Story
105600;3212232;clever puzzle design;Gameplay
105600;3212232;clever puzzle design;Innovation
105600;3212232;memorable soundtrack;Music
105600;191809;engaging new story;Story
105600;191809;engaging new story;Innovation
105600;191809;fantastic soundtrack;Music
105600;4827461;engaging story quests;Story
105600;4827461;improved graphics;Graphics
105600;4827461;improved graphics;Updates
105600;537489;affordable price;Price
105600;4230644;entertaining and addictive gameplay;Gameplay
105600;4230644;nice pixel art;Graphics
105600;4230644;many types of weapons;Gameplay
105600;4230644;many types of weapons;Innovation
105600;4230644;challenging even with all items;Gameplay
105600;4230644;best sandbox game;Gameplay
105600;4230644;best sandbox game;Innovation
105600;2567646;great indie game;Other
105600;2567646;better than Minecraft;Other
105600;4801866;fun gameplay;Gameplay
105600;4801866;creative design;Other
105600;1102083;engaging story missions;Story
105600;1102083;engaging story missions;Gameplay
105600;1102083;beautiful graphics;Graphics
105600;1405226;fun gameplay;Gameplay
105600;1405226;great sprites;Graphics
105600;671610;good graphics;Graphics
105600;671610;engaging story;Story
105600;671610;fun multiplayer;Multiplayer
105600;671610;fun multiplayer;Gameplay
105600;4644268;fun gameplay;Gameplay
105600;4644268;originality;Innovation
105600;3296124;engaging new story missions;Story
105600;3296124;engaging new story missions;Gameplay
105600;3296124;improved graphics;Graphics
105600;3296124;improved graphics;Updates
105600;4818735;amazing gameplay;Gameplay
105600;4818735;worth its price;Price
105600;2384944;addictive gameplay;Gameplay
105600;2384944;Mario Bros. meets Minecraft style;Innovation
105600;2384944;Mario Bros. meets Minecraft style;Graphics
105600;2384944;great co-op multiplayer;Multiplayer
105600;2384944;great co-op multiplayer;Gameplay
105600;4453618;engaging story missions;Story
105600;4453618;engaging story missions;Gameplay
105600;4453618;improved graphics;Graphics
105600;4453618;improved graphics;Updates
105600;940254;engaging story;Story
105600;940254;gorgeous art style;Graphics
105600;940254;impressive world-building;Story
105600;940254;fun and challenging puzzles;Gameplay
105600;940254;smooth controls;Gameplay
105600;940254;smooth controls;Optimization
105600;2930285;functional multiplayer;Multiplayer
105600;2930285;functional multiplayer;Optimization
105600;1228279;golf added;Gameplay
105600;1228279;golf added;Updates
105600;1073750;story additions;Story
105600;1073750;story additions;Updates
105600;2368440;entertaining sandbox gameplay;Gameplay
105600;2368440;entertaining sandbox gameplay;Innovation
105600;2368440;complex and varied construction tree;Gameplay
105600;2368440;complex and varied construction tree;Innovation
105600;2368440;fun multiplayer;Multiplayer
105600;2368440;fun multiplayer;Gameplay
105600;1697765;expanded building and mining from Minecraft;Innovation
105600;1697765;expanded building and mining from Minecraft;Gameplay
105600;1697765;variety of NPCs with unique professions;Story
105600;1697765;variety of NPCs with unique professions;Innovation
105600;1697765;wide variety of monsters and bosses;Gameplay
105600;1697765;wide variety of monsters and bosses;Story
105600;1697765;structured goals in open-ended game;Gameplay
105600;1697765;structured goals in open-ended game;Story
105600;2602606;fun gameplay;Gameplay
105600;2602606;better combat than Minecraft;Gameplay
105600;2602606;better combat than Minecraft;Innovation
105600;2602606;less building focus;Gameplay
105600;2602606;less building focus;Innovation
105600;2602606;variety of enemies and items;Gameplay
105600;2602606;plenty of discovery;Gameplay
105600;2602606;plenty of discovery;Story
105600;874580;worth trying;Other
105600;874580;still enjoyable after six years;Other
105600;1692962;beautiful graphics;Graphics
105600;1692962;engaging story;Story
105600;1692962;innovative combat system;Gameplay
105600;1692962;innovative combat system;Innovation
105600;1791103;similar to Minecraft;Other
105600;1339240;addictive gameplay loop;Gameplay
105600;1339240;plenty of content;Other
105600;2341529;great character customization;Gameplay
105600;2341529;great character customization;Innovation
105600;2341529;engaging story missions;Story
105600;2341529;engaging story missions;Gameplay
105600;4117464;unique gameplay different from Minecraft;Gameplay
105600;4117464;unique gameplay different from Minecraft;Innovation
105600;4117464;focus on combat and gear mechanics;Gameplay
105600;4117464;variety of interesting items;Gameplay
105600;4117464;variety of interesting items;Innovation
105600;4117464;cool enemies and boss battles;Gameplay
105600;4117464;cool enemies and boss battles;Story
105600;4117464;day/night cycle with special events;Gameplay
105600;4117464;day/night cycle with special events;Innovation
105600;4117464;hardmode progression with stronger enemies and better items;Gameplay
105600;4117464;hardmode progression with stronger enemies and better items;Story
105600;4667999;fun gameplay;Gameplay
105600;4667999;exciting upcoming updates;Updates
105600;1682502;mining various ores;Gameplay
105600;1682502;mining various ores;Innovation
105600;1682502;exploring dungeons and secret areas;Gameplay
105600;1682502;building houses and cities;Gameplay
105600;1682502;building houses and cities;Innovation
105600;1682502;multiplayer with friends;Multiplayer
105600;1682502;multiplayer with friends;Gameplay
105600;1682502;NPCs moving into the city;Story
105600;1682502;NPCs moving into the city;Gameplay
105600;1682502;variety of weapons to find and craft;Gameplay
105600;1682502;variety of weapons to find and craft;Innovation
105600;1682502;laser sword, laser pistol, grapple hook;Innovation
105600;1682502;laser sword, laser pistol, grapple hook;Gameplay
105600;2424453;fun gameplay;Gameplay
105600;2424453;RPG elements;Gameplay
105600;2424453;RPG elements;Story
105600;4823101;new character models;Graphics
105600;4823101;new character models;Updates
105600;4823101;improved user interface;Optimization
105600;4823101;improved user interface;Gameplay
105600;106366;beautiful graphics;Graphics
105600;106366;engaging story additions;Story
105600;106366;engaging story additions;Updates
105600;2390739;fun gameplay;Gameplay
105600;2712388;engaging story;Story
105600;2712388;interesting characters;Story
105600;2712388;fun combat;Gameplay
105600;2712388;beautiful graphics;Graphics
105600;2712388;great soundtrack;Music
105600;2712388;vast world with many secrets;Gameplay
105600;2712388;vast world with many secrets;Story
105600;1500676;addictive gameplay;Gameplay
105600;4809496;game is good;Other
105600;3904768;worth the price;Price
105600;2814456;more content than Minecraft;Other
105600;2814456;interesting bosses;Gameplay
105600;2814456;interesting bosses;Story
105600;4811676;engaging story quests;Story
105600;4811676;improved graphics;Graphics
105600;4811676;improved graphics;Updates
105600;474017;unique gameplay;Gameplay
105600;474017;unique gameplay;Innovation
105600;2580293;unique action-based gameplay;Gameplay
105600;2580293;unique action-based gameplay;Innovation
105600;2580293;fun;Other
105600;2638345;beautiful graphics;Graphics
105600;2638345;great soundtrack;Music
105600;2638345;engaging story;Story
105600;3976962;nostalgic appeal;Other
105600;3976962;side-scrolling adventure gameplay;Gameplay
105600;3976962;sandbox building;Gameplay
105600;3976962;sandbox building;Innovation
105600;4406793;sandbox RPG;Gameplay
105600;4406793;sandbox RPG;Story
105600;4406793;fun progression and discovery;Gameplay
105600;4406793;fun progression and discovery;Story
105600;4406793;variety of playstyles (builder, RPG);Gameplay
105600;4406793;variety of playstyles (builder, RPG);Innovation
105600;4406793;good value for money;Price
105600;4406793;enjoyable multiplayer;Multiplayer
105600;4406793;enjoyable multiplayer;Gameplay
105600;559804;more items than Minecraft;Other
105600;559804;many new items added regularly;Updates
105600;559804;many new items added regularly;Gameplay
105600;559804;tons of different possibilities;Other
105600;559804;enjoyable multiplayer;Multiplayer
105600;559804;2D side-scrolling gameplay;Gameplay
105600;312610;good value for money;Price
105600;312610;enjoyable gameplay;Gameplay
105600;312610;fun in both multiplayer and single-player modes;Multiplayer
105600;312610;fun in both multiplayer and single-player modes;Gameplay
105600;312610;constant content updates;Updates
105600;2491480;long-term support with free updates;Updates
105600;2491480;great gameplay from start to finish;Gameplay
105600;2491480;new additions, balances, expansions;Updates
105600;2491480;personal growth and nostalgia;Story
105600;2491480;personal growth and nostalgia;Other
105600;4122771;gorgeous art style;Graphics
105600;4122771;beautiful soundtrack;Music
105600;4122771;impressive world-building;Story
105600;4122771;rich and engaging lore;Story
105600;919143;similar to Minecraft;Other
105600;1995568;action-packed combat;Gameplay
105600;1995568;easy to get hooked;Other
105600;2418611;engaging story;Story
105600;2418611;well-written characters;Story
105600;2418611;beautiful graphics;Graphics
105600;2418611;great soundtrack;Music
105600;2810968;game's evolution over time;Updates
105600;2810968;special place in heart;Other
105600;2810968;worth the price;Price
105600;434674;addictive gameplay;Gameplay
105600;830919;addictive gameplay;Gameplay
105600;830919;engrossing single-player world;Story
105600;830919;engrossing multiplayer;Multiplayer
105600;830919;engrossing multiplayer;Gameplay
105600;2739612;inspired by Minecraft;Other
105600;2739612;adventure and combat gameplay;Gameplay
105600;2739612;variety of metals for crafting;Gameplay
105600;2739612;variety of metals for crafting;Innovation
105600;2739612;explorable caves;Gameplay
105600;2739612;evil land to fight against;Story
105600;2739612;evil land to fight against;Gameplay
105600;2739612;dangerous dungeon;Gameplay
105600;2739612;dangerous dungeon;Story
105600;2739612;many hours of play;Other
105600;2739612;low price;Price
105600;3203522;epic experience;Other
105600;3203522;worth the price;Price
105600;4716974;affordable price;Price
105600;4716974;great for fans of Minecraft;Other
105600;4289055;versatile gameplay;Gameplay
105600;4289055;worth the price;Price
105600;419929;addictive gameplay;Gameplay
105600;419929;huge procedurally-generated worlds;Gameplay
105600;419929;huge procedurally-generated worlds;Innovation
105600;419929;variety of item recipes;Gameplay
105600;419929;variety of item recipes;Innovation
105600;419929;Metroidvania-style combat;Gameplay
105600;419929;Metroidvania-style combat;Innovation
105600;611410;fun gameplay;Gameplay
105600;611410;nostalgic feel;Other
105600;611410;enjoyable with friends;Multiplayer
105600;611410;enjoyable with friends;Gameplay
105600;611410;longer playtime without using wiki;Gameplay
105600;611410;longer playtime without using wiki;Story
105600;633235;addictive gameplay;Gameplay
105600;633235;nostalgic SNES-style graphics;Graphics
105600;633235;nostalgic SNES-style graphics;Innovation
105600;633235;complex mechanics;Gameplay
105600;633235;multiplayer;Multiplayer
105600;4656462;fun gameplay;Gameplay
105600;4656462;addictive gameplay;Gameplay
105600;518210;fun gameplay;Gameplay
105600;518210;exploration;Gameplay
105600;518210;cute and effective graphics;Graphics
105600;518210;cute and effective graphics;Other
105600;1295019;more enjoyable than Minecraft;Other
105600;1038595;nostalgic platforming;Gameplay
105600;1038595;nostalgic platforming;Story
105600;1038595;minecraft-like crafting;Gameplay
105600;1038595;minecraft-like crafting;Innovation
105600;1038595;many collectibles;Gameplay
105600;1038595;many collectibles;Story
105600;66825;more forgiving construction;Gameplay
105600;66825;more forgiving construction;Innovation
105600;66825;vast number of craftable items;Gameplay
105600;66825;vast number of craftable items;Innovation
105600;66825;useful crafted items;Gameplay
105600;66825;useful crafted items;Innovation
105600;66825;rocket boots for flying;Innovation
105600;66825;rocket boots for flying;Gameplay
105600;66825;fun combat;Gameplay
105600;66825;large bosses reminiscent of classic games;Gameplay
105600;66825;large bosses reminiscent of classic games;Story
105600;4667319;fun gameplay;Gameplay
105600;4667319;depth of content;Other
105600;4667319;engaging combat system;Gameplay
105600;4667319;top-notch crafting mechanics;Gameplay
105600;4667319;top-notch crafting mechanics;Innovation
105600;4797958;engaging story;Story
105600;4797958;interesting characters;Story
105600;4797958;amazing world-building;Story
105600;4797958;rich lore;Story
105600;4797958;intuitive combat system;Gameplay
105600;1743094;fun combat with friends;Gameplay
105600;1743094;fun combat with friends;Multiplayer
105600;1743094;exciting dungeons and loot;Gameplay
105600;1743094;exciting dungeons and loot;Story
105600;1743094;satisfying fighting, building, exploring;Gameplay
105600;1743094;fast-paced cooperative teamwork;Gameplay
105600;1743094;fast-paced cooperative teamwork;Multiplayer
105600;1743094;challenging endgame;Gameplay
105600;997255;fun gameplay;Gameplay
105600;1372060;epic gameplay;Gameplay
105600;1372060;addictive gameplay;Gameplay
105600;1372060;affordable price;Price
105600;708166;awesome game;Other
105600;4287953;constructible items;Gameplay
105600;4287953;constructible items;Innovation
105600;4287953;NPC villagers;Story
105600;4287953;NPC villagers;Other
105600;4287953;action-packed gameplay;Gameplay
105600;1176301;fun gameplay;Gameplay
105600;1176301;metroidvania elements;Gameplay
105600;1176301;metroidvania elements;Innovation
105600;1176301;minecraft elements;Innovation
105600;1176301;minecraft elements;Gameplay
105600;1519650;RPG elements;Gameplay
105600;1519650;RPG elements;Story
105600;1519650;Minecraft-like gameplay;Gameplay
105600;1519650;Minecraft-like gameplay;Innovation
105600;1519650;pixelshit graphics;Graphics
105600;1519650;pixelshit graphics;Other
105600;1519650;unique weapons;Gameplay
105600;1519650;unique weapons;Innovation
105600;2722511;enjoyable gameplay;Gameplay
105600;2722511;good for fans of Minecraft;Other
105600;1810549;easy digging and building;Gameplay
105600;1810549;easy digging and building;Innovation
105600;1810549;good value;Price
105600;1036586;highly recommended;Other
105600;1036586;good gameplay;Gameplay
105600;1247281;cute and quirky style;Graphics
105600;1247281;cute and quirky style;Other
105600;1247281;like a 2D Minecraft;Other
105600;399433;fun gameplay;Gameplay
105600;399433;addictive gameplay;Gameplay
105600;399433;charming game;Other
105600;1303452;game is great;Other
105600;1980960;fun gameplay;Gameplay
105600;1980960;RPG elements;Gameplay
105600;1980960;RPG elements;Story
105600;1951042;fun gameplay;Gameplay
105600;1951042;metroidvania elements;Gameplay
105600;225220;Metroidvania elements;Gameplay
105600;225220;Metroidvania elements;Innovation
105600;225220;Zelda-like gameplay;Gameplay
105600;225220;Zelda-like gameplay;Innovation
105600;225220;Minecraft-inspired building;Gameplay
105600;225220;Minecraft-inspired building;Innovation
105600;1871407;fun gameplay;Gameplay
105600;4806324;well-done new characters;Story
105600;4806324;well-done new characters;Music
105600;4806324;engaging story missions;Story
105600;4806324;engaging story missions;Gameplay
105600;3578458;fun combat;Gameplay
105600;3578458;achievable goals;Gameplay
105600;3578458;progression system;Gameplay
105600;3578458;exploration and adventure;Gameplay
105600;3578458;many bosses to fight;Gameplay
105600;3578458;multiple gear tiers;Gameplay
105600;3578458;multiple gear tiers;Innovation
105600;3578458;high replayability;Gameplay
105600;3578458;great value for money;Price
105600;4712466;exploration;Gameplay
105600;4712466;combat;Gameplay
105600;4712466;fun building aspect;Gameplay
105600;4712466;fun building aspect;Innovation
105600;4712466;variety in materials;Gameplay
105600;4712466;variety in materials;Innovation
105600;4712466;high replayability;Gameplay
105600;769899;focused on fighting;Gameplay
105600;769899;similarities to platformers;Other
105600;976137;great game;Other
105600;2920047;good sandbox game;Gameplay
105600;750595;exciting combat;Gameplay
105600;750595;engaging crafting;Gameplay
105600;750595;engaging crafting;Innovation
105600;750595;enjoyable exploration;Gameplay
105600;750595;large amount of content;Other
105600;750595;great multiplayer;Multiplayer
105600;750595;sense of progression;Gameplay
105600;750595;sense of progression;Story
105600;750595;variety of goals and mechanics;Gameplay
105600;750595;variety of goals and mechanics;Innovation
105600;1367705;fun gameplay;Gameplay
105600;1367705;more fighting and survival than Minecraft;Gameplay
105600;1367705;more fighting and survival than Minecraft;Innovation
105600;1367705;plenty of areas to explore;Gameplay
105600;1367705;many items to find;Gameplay
105600;1367705;many items to find;Story
105600;1367705;creative building in 2D;Gameplay
105600;1367705;creative building in 2D;Innovation
105600;1367705;affordable price;Price
105600;452984;awesome game;Other
105600;4809893;engaging story missions;Story
105600;4809893;improved visuals;Graphics
105600;4809893;improved visuals;Updates
105600;1956802;many types of items;Gameplay
105600;1956802;many types of items;Innovation
105600;1956802;simple crafting system;Gameplay
105600;1956802;simple crafting system;Innovation
105600;3755881;great gameplay;Gameplay
105600;367678;minetroidvania gameplay;Gameplay
105600;367678;minetroidvania gameplay;Innovation
105600;1872763;large amount of content for price;Price
105600;1872763;large amount of content for price;Story
105600;1872763;great multiplayer experience;Multiplayer
105600;1872763;great multiplayer experience;Gameplay
105600;1872763;significant improvements since launch;Updates
105600;1872763;significant improvements since launch;Optimization
105600;1857998;addictive gameplay;Gameplay
105600;1857998;persistent items across servers and single player;Innovation
105600;1857998;persistent items across servers and single player;Multiplayer
105600;1857998;no loss of progress on death;Gameplay
105600;1857998;no loss of progress on death;Innovation
105600;1857998;fun with friends;Multiplayer
105600;1857998;fun with friends;Other
105600;1857998;unique blend of game inspirations;Innovation
105600;1857998;unique blend of game inspirations;Story
105600;1188651;engaging story quests;Story
105600;1188651;top-notch sound effects;Music
105600;825042;good value for money;Price
105600;825042;better than Minecraft;Other
105600;2847403;engaging story missions;Story
105600;2847403;engaging story missions;Gameplay
105600;2847403;interesting new characters;Story
105600;705748;worth the price;Price
105600;705748;simpler gameplay than Minecraft;Gameplay
105600;705748;simpler gameplay than Minecraft;Innovation
105600;705748;more fighting;Gameplay
105600;3658264;side-scrolling RPG;Gameplay
105600;3658264;side-scrolling RPG;Story
105600;3658264;appealing to Minecraft fans;Other
105600;2658685;epic gameplay;Gameplay
105600;3703513;affordable price;Price
105600;3703513;enjoyable gameplay;Gameplay
105600;2402683;many building options;Gameplay
105600;2402683;many building options;Innovation
105600;2402683;variety of enemies;Gameplay
105600;1001395;beautiful graphics;Graphics
105600;1001395;engaging combat system;Gameplay
105600;1001395;responsive controls;Gameplay
105600;1001395;responsive controls;Optimization
105600;557429;adventure and action;Gameplay
105600;557429;adventure and action;Story
105600;557429;exploration;Gameplay
105600;1520379;exploration and adventure;Gameplay
105600;1520379;RPG elements;Gameplay
105600;1520379;RPG elements;Story
105600;1520379;random level generation;Gameplay
105600;1520379;random level generation;Innovation
105600;1520379;persistent character across maps;Gameplay
105600;1520379;persistent character across maps;Innovation
105600;1520379;solid multiplayer;Multiplayer
105600;3665946;improved character models;Graphics
105600;3665946;improved character models;Updates
105600;3665946;better voice acting;Story
105600;3665946;better voice acting;Music
105600;4701530;great gameplay;Gameplay
105600;246531;beautiful graphics;Graphics
105600;246531;engaging combat;Gameplay
105600;1091837;unique gameplay blend;Gameplay
105600;1091837;unique gameplay blend;Innovation
105600;1091837;fantastic game;Other
105600;456325;stunning graphics;Graphics
105600;456325;engaging gameplay;Gameplay
105600;456325;well-written characters;Story
105600;4794275;enjoyable story;Story
105600;4794275;impressive characters;Story
105600;4794275;impressive characters;Graphics
105600;4794275;good world-building;Story
105600;4794275;engaging dialogue;Story
105600;4794275;beautiful graphics;Graphics
105600;3255708;good platformer;Gameplay
105600;1337196;exploring;Gameplay
105600;1337196;fighting mechanics;Gameplay
105600;1337196;variety of items and enemies;Gameplay
105600;1337196;variety of items and enemies;Story
105600;985019;beautiful graphics;Graphics
105600;985019;great soundtrack;Music
105600;985019;responsive controls;Gameplay
105600;2256378;interesting blend of old-school SNES RPGs and Minecraft;Innovation
105600;2256378;interesting blend of old-school SNES RPGs and Minecraft;Story
105600;2256378;intuitive controls;Gameplay
105600;2256378;lush environments;Graphics
105600;2256378;lush environments;Story
105600;2256378;enjoyable sandbox gameplay;Gameplay
105600;1279695;LAN multiplayer;Multiplayer
105600;1279695;2D sandbox gameplay;Gameplay
105600;1279695;2D sandbox gameplay;Innovation
105600;1279695;side-scrolling visuals;Graphics
105600;1895747;engaging new story missions;Story
105600;1895747;engaging new story missions;Gameplay
105600;1895747;fantastic soundtrack;Music
105600;391695;exploration;Gameplay
105600;391695;action;Other
105600;391695;cool items to find;Gameplay
105600;391695;good value for money;Price
105600;546235;enjoyable story;Story
105600;546235;immersive world;Story
105600;546235;satisfying combat system;Gameplay
105600;546235;variety of weapons and abilities;Gameplay
105600;546235;variety of weapons and abilities;Innovation
105600;2058566;great value for money;Price
105600;1573554;fun gameplay;Gameplay
105600;1573554;worth the price;Price
105600;1828760;massive amount of content;Other
105600;1321008;funny;Other
105600;1321008;addictive gameplay;Gameplay
105600;1309977;great viral marketing simulator;Innovation
105600;1309977;great viral marketing simulator;Gameplay
105600;2737808;addictive gameplay;Gameplay
105600;1840926;stunning graphics;Graphics
105600;1840926;detailed world;Story
105600;1840926;detailed world;Graphics
105600;1840926;engaging story;Story
105600;1840926;solid combat mechanics;Gameplay
105600;1471762;enjoyable story;Story
105600;1471762;impressive world-building;Story
105600;1471762;engaging dialogue;Story
105600;1471762;beautiful graphics;Graphics
105600;1172769;fun gameplay;Gameplay
105600;1172769;affordable price;Price
105600;1172769;high sales success;Price
105600;1172769;high sales success;Other
105600;1172769;near-infinite replayability;Gameplay
105600;1361436;stunning graphics;Graphics
105600;1361436;engaging gameplay;Gameplay
105600;1361436;intriguing story;Story
105600;1361436;smooth controls;Gameplay
105600;1361436;smooth controls;Optimization
105600;2020811;old-school feeling from sidescrolling;Gameplay
105600;2020811;old-school feeling from sidescrolling;Innovation
105600;2020811;retro graphics;Graphics
105600;2020811;retro graphics;Innovation
105600;2020811;unique craftable items;Gameplay
105600;2020811;unique craftable items;Innovation
105600;2020811;fun building structures;Gameplay
105600;2020811;fun building structures;Innovation
105600;2020811;enjoyable online and single-player modes;Multiplayer
105600;2020811;enjoyable online and single-player modes;Gameplay
105600;2020811;huge randomly-generated worlds;Gameplay
105600;2020811;huge randomly-generated worlds;Innovation
105600;2020811;promised updates;Updates
105600;321604;similar to Minecraft;Other
105600;321604;completed game with free future updates;Updates
105600;321604;completed game with free future updates;Price
105600;321604;new content added in update;Updates
105600;321604;wings;Other
105600;321604;social armor slots;Other
105600;321604;claws for digging;Gameplay
105600;321604;claws for digging;Innovation
105600;321604;improved mining tools;Gameplay
105600;321604;improved mining tools;Innovation
105600;321604;tunnel digging style;Gameplay
105600;321604;tunnel digging style;Innovation
105600;321604;new blocks;Innovation
105600;321604;new blocks;Gameplay
105600;3967832;good game for new or returning players;Other
105600;3967832;worth the money;Price
105600;1861859;action RPG elements;Gameplay
105600;1861859;multiplayer;Multiplayer
105600;915485;unique items and weapons;Gameplay
105600;915485;unique items and weapons;Innovation
105600;915485;fun combat and adventuring;Gameplay
105600;915485;rewards for building structures;Gameplay
105600;915485;rewards for building structures;Innovation
105600;915485;NPCs moving in to sell different items;Gameplay
105600;915485;NPCs moving in to sell different items;Innovation
105600;915485;enemy progression and boss battles;Gameplay
105600;2871640;fantastic soundtrack;Music
105600;1052382;unique 2D mining and building;Gameplay
105600;1052382;unique 2D mining and building;Innovation
105600;1052382;fun multiplayer;Multiplayer
105600;1052382;planned post-launch content;Updates
105600;4518352;unique gameplay compared to Minecraft;Gameplay
105600;4518352;unique gameplay compared to Minecraft;Innovation
105600;4518352;boss battles;Gameplay
105600;4518352;loot and artifact items with powers;Gameplay
105600;4518352;loot and artifact items with powers;Innovation
105600;4518352;extensive crafting system;Gameplay
